cas,probability,status,image_name
2026-01-16T22:59:50.776Z,0.7391,full,1-bin.jpg
2026-01-16T23:00:07.878Z,0.7391,full,1-bin.jpg
2026-01-16T23:06:46.817Z,0.017,empty,9-bin.jpg
2026-01-16T23:07:56.404Z,0.7391,full,1-bin.jpg
2026-01-16T23:08:01.934Z,0.3563,empty,8-bin.jpg
2026-01-16T23:08:05.769Z,0.9649,full,5-bin.jpg
